Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2922.0,3650.5,4465.0,0.1
1,2909.0,3630.5,4436.0,0.1
2,2827.0,3599.1,4526.0,0.1
3,2827.0,3568.8,4468.0,0.1
4,2827.0,3541.9,4449.0,0.1
5,2813.0,3464.8,4421.0,0.2
6,2777.0,3470.5,4347.0,0.2
7,2777.0,3475.3,4347.0,0.2
8,2777.0,3472.5,4282.0,0.2
9,2777.0,3469.9,4260.0,0.2
10,2777.0,3410.7,4256.0,0.3
11,2777.0,3420.1,4378.0,0.3
12,2777.0,3422.6,4415.0,0.3
13,2777.0,3426.2,4386.0,0.3
14,2771.0,3424.0,4384.0,0.3
15,2766.0,3367.3,4408.0,0.4
16,2766.0,3384.0,4298.0,0.4
17,2766.0,3394.9,4345.0,0.4
18,2766.0,3392.7,4305.0,0.4
19,2766.0,3394.4,4267.0,0.4
20,2765.0,3350.5,4210.0,0.5
21,2765.0,3375.3,4303.0,0.5
22,2765.0,3389.1,4343.0,0.5
23,2765.0,3398.5,4241.0,0.5
24,2765.0,3398.4,4145.0,0.6
25,2756.0,3354.5,4171.0,0.6
26,2756.0,3374.2,4199.0,0.6
27,2756.0,3389.4,4183.0,0.6
28,2756.0,3397.3,4174.0,0.7
29,2756.0,3400.6,4168.0,0.7
30,2756.0,3347.1,4054.0,0.7
31,2756.0,3364.8,4328.0,0.8
32,2756.0,3378.2,4328.0,0.8
33,2756.0,3385.5,4215.0,0.8
34,2756.0,3391.1,4180.0,0.8
35,2756.0,3347.4,4200.0,0.9
36,2744.0,3362.0,4277.0,0.9
37,2725.0,3373.1,4303.0,0.9
38,2725.0,3382.0,4312.0,0.9
39,2725.0,3385.4,4317.0,0.9
40,2725.0,3336.1,4278.0,1.0
41,2725.0,3351.8,4214.0,1.0
42,2725.0,3357.0,4165.0,1.0
43,2725.0,3365.3,4202.0,1.0
44,2725.0,3373.7,4274.0,1.0
45,2725.0,3318.9,4331.0,1.1
46,2725.0,3339.8,4189.0,1.1
47,2725.0,3350.0,4224.0,1.1
48,2725.0,3356.5,4281.0,1.1
49,2725.0,3362.1,4272.0,1.1
50,2719.0,3315.3,4060.0,1.2
51,2719.0,3337.0,4032.0,1.2
52,2719.0,3348.7,4085.0,1.2
53,2719.0,3355.3,4085.0,1.2
54,2719.0,3355.7,4205.0,1.2
55,2719.0,3306.2,4162.0,1.3
56,2719.0,3326.6,4132.0,1.3
57,2719.0,3346.7,4158.0,1.3
58,2719.0,3352.8,4187.0,1.3
59,2719.0,3354.4,4259.0,1.3
60,2719.0,3313.3,4119.0,1.4
61,2719.0,3328.9,4199.0,1.4
62,2719.0,3346.9,4203.0,1.4
63,2719.0,3352.0,4203.0,1.4
64,2719.0,3353.9,4132.0,1.4
65,2719.0,3305.9,4049.0,1.5
66,2719.0,3327.2,4193.0,1.5
67,2719.0,3340.5,4217.0,1.5
68,2719.0,3356.3,4437.0,1.5
69,2719.0,3360.0,4169.0,1.5
70,2719.0,3309.4,4105.0,1.6
71,2719.0,3325.6,4105.0,1.6
72,2719.0,3340.0,4176.0,1.6
73,2719.0,3346.3,4209.0,1.6
74,2719.0,3349.8,4309.0,1.6
75,2716.0,3313.9,4141.0,1.7
76,2716.0,3339.2,4254.0,1.7
77,2716.0,3356.5,4213.0,1.7
78,2716.0,3368.3,4311.0,1.7
79,2716.0,3379.5,4311.0,1.7
80,2716.0,3326.2,4280.0,1.8
81,2716.0,3346.8,4271.0,1.8
82,2716.0,3357.0,4164.0,1.8
83,2716.0,3362.1,4189.0,1.8
84,2716.0,3367.1,4113.0,1.8
85,2716.0,3320.5,4252.0,1.9
86,2716.0,3336.8,4227.0,1.9
87,2714.0,3356.6,4212.0,1.9
88,2714.0,3364.6,4105.0,1.9
89,2714.0,3371.0,4291.0,1.9
90,2714.0,3318.9,4057.0,2.0
91,2714.0,3340.3,4023.0,2.0
92,2714.0,3351.1,4142.0,2.0
93,2714.0,3357.2,4107.0,2.0
94,2714.0,3361.2,4153.0,2.0
95,2714.0,3309.9,4199.0,2.1
96,2714.0,3330.6,4143.0,2.1
97,2714.0,3346.5,4181.0,2.1
98,2714.0,3349.3,4164.0,2.1
99,2711.0,3360.1,4164.0,2.1
100,2711.0,3314.7,4187.0,2.2
101,2705.0,3332.1,4179.0,2.2
102,2701.0,3348.5,4195.0,2.2
103,2701.0,3356.3,4123.0,2.2
104,2701.0,3355.0,4123.0,2.2
105,2701.0,3310.8,4067.0,2.3
106,2701.0,3329.9,4112.0,2.3
107,2701.0,3337.5,4125.0,2.4
108,2701.0,3334.7,4169.0,2.4
109,2701.0,3340.3,4175.0,2.4
110,2701.0,3293.6,4124.0,2.4
111,2701.0,3319.7,4109.0,2.5
112,2701.0,3335.5,4317.0,2.5
113,2701.0,3341.6,4227.0,2.5
114,2701.0,3341.4,4212.0,2.5
115,2701.0,3301.6,4137.0,2.6
116,2701.0,3325.2,4075.0,2.6
117,2701.0,3335.5,4224.0,2.6
118,2701.0,3339.1,4125.0,2.6
119,2701.0,3345.3,4098.0,2.6
120,2699.0,3298.5,4072.0,2.7
121,2699.0,3324.9,4129.0,2.7
122,2699.0,3331.2,4155.0,2.7
123,2699.0,3341.3,4129.0,2.7
124,2699.0,3347.1,4191.0,2.7
125,2699.0,3299.6,4119.0,2.8
126,2699.0,3312.4,4093.0,2.8
127,2699.0,3322.9,4093.0,2.8
128,2699.0,3334.5,4080.0,2.8
129,2699.0,3338.5,4112.0,2.8
130,2699.0,3295.8,4063.0,2.9
131,2699.0,3321.9,4167.0,2.9
132,2699.0,3336.2,4164.0,2.9
133,2699.0,3343.8,4113.0,2.9
134,2699.0,3341.2,4100.0,2.9
135,2699.0,3294.0,4085.0,3.0
136,2699.0,3314.7,4158.0,3.0
137,2699.0,3333.1,4093.0,3.0
138,2699.0,3334.7,4136.0,3.0
139,2699.0,3340.0,4163.0,3.0
140,2699.0,3295.1,4070.0,3.1
141,2699.0,3314.7,4174.0,3.1
142,2699.0,3321.4,4068.0,3.1
143,2699.0,3329.2,4099.0,3.1
144,2699.0,3330.6,4160.0,3.1
145,2699.0,3282.4,4039.0,3.2
146,2699.0,3304.6,4146.0,3.2
147,2699.0,3320.1,4122.0,3.2
148,2699.0,3328.6,4104.0,3.2
149,2699.0,3337.5,4089.0,3.2
150,2699.0,3294.5,3998.0,3.3
151,2699.0,3315.4,4047.0,3.3
152,2699.0,3327.6,4105.0,3.3
153,2699.0,3333.2,4142.0,3.3
154,2699.0,3337.7,4168.0,3.3
155,2699.0,3294.7,4051.0,3.4
156,2699.0,3311.4,4093.0,3.4
157,2699.0,3319.3,4106.0,3.4
158,2699.0,3330.0,4106.0,3.4
159,2699.0,3336.2,4204.0,3.4
160,2699.0,3287.0,4180.0,3.5
161,2699.0,3307.6,4190.0,3.5
162,2699.0,3323.0,4253.0,3.5
163,2699.0,3330.9,4202.0,3.5
164,2699.0,3334.6,4149.0,3.6
165,2699.0,3291.7,4124.0,3.6
166,2699.0,3308.0,4201.0,3.6
167,2699.0,3318.7,4201.0,3.7
168,2699.0,3325.0,4196.0,3.7
169,2699.0,3332.5,4256.0,3.7
170,2699.0,3293.1,4288.0,3.8
171,2699.0,3309.8,4099.0,3.8
172,2699.0,3318.1,4141.0,3.8
173,2699.0,3316.9,4141.0,3.8
174,2699.0,3329.9,4156.0,3.8
175,2699.0,3280.3,4087.0,3.9
176,2699.0,3298.6,4105.0,3.9
177,2699.0,3313.2,4156.0,3.9
178,2699.0,3317.0,4206.0,3.9
179,2699.0,3322.1,4196.0,3.9
180,2699.0,3278.2,4027.0,4.0
181,2699.0,3297.6,4099.0,4.0
182,2699.0,3318.7,4267.0,4.0
183,2699.0,3327.1,4275.0,4.0
184,2699.0,3327.1,4236.0,4.0
185,2699.0,3278.5,4094.0,4.1
186,2699.0,3306.2,4138.0,4.1
187,2699.0,3322.2,4114.0,4.1
188,2699.0,3326.1,4120.0,4.1
189,2699.0,3331.3,4153.0,4.1
190,2699.0,3284.4,4041.0,4.2
191,2699.0,3301.1,4044.0,4.2
192,2699.0,3319.3,4114.0,4.2
193,2699.0,3334.4,4145.0,4.2
194,2699.0,3331.7,4183.0,4.2
195,2699.0,3289.3,3977.0,4.3
196,2699.0,3304.6,3977.0,4.3
