Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,607.0,909.7,1416.0,0.3
1,598.0,987.3,1605.0,0.3
2,598.0,1008.2,1674.0,0.4
3,598.0,1006.7,1750.0,0.4
4,598.0,1001.0,1826.0,0.4
5,598.0,869.8,1323.0,0.7
6,598.0,945.0,1827.0,0.7
7,598.0,969.6,1759.0,0.7
8,598.0,975.5,1882.0,0.7
9,598.0,976.3,1882.0,0.8
10,597.0,852.6,1312.0,1.1
11,597.0,928.7,1511.0,1.1
12,597.0,952.7,1577.0,1.2
13,597.0,963.8,1681.0,1.2
14,580.0,969.8,1647.0,1.2
15,580.0,850.0,1248.0,1.5
16,580.0,927.4,1674.0,1.5
17,580.0,957.2,1699.0,1.5
18,580.0,961.4,1553.0,1.5
19,580.0,961.6,1578.0,1.6
20,569.0,841.5,1285.0,1.9
21,569.0,928.4,1729.0,1.9
22,569.0,957.9,1731.0,1.9
23,569.0,971.9,1731.0,1.9
24,569.0,969.5,1856.0,1.9
25,550.0,850.6,1370.0,2.3
26,550.0,945.9,1639.0,2.3
27,550.0,967.9,1576.0,2.3
28,550.0,976.9,1625.0,2.3
29,550.0,976.9,1576.0,2.3
30,550.0,852.2,1367.0,2.7
31,550.0,936.8,1721.0,2.7
32,550.0,954.8,1641.0,2.7
33,550.0,961.9,1612.0,2.7
34,550.0,971.6,1564.0,2.7
35,550.0,849.7,1279.0,3.0
36,550.0,933.4,1504.0,3.0
37,550.0,960.8,1680.0,3.1
38,550.0,973.1,1582.0,3.1
39,550.0,970.2,1620.0,3.1
40,550.0,848.5,1252.0,3.4
41,550.0,935.5,1738.0,3.4
42,550.0,966.6,1738.0,3.4
43,550.0,976.0,1707.0,3.5
44,550.0,975.8,1609.0,3.5
45,550.0,851.2,1361.0,3.8
46,550.0,933.4,1690.0,3.8
47,550.0,952.3,1669.0,3.8
48,550.0,965.1,1688.0,3.8
49,550.0,968.2,1688.0,3.9
50,550.0,844.7,1344.0,4.2
51,550.0,922.9,1588.0,4.2
52,550.0,950.6,1607.0,4.2
53,550.0,956.9,1710.0,4.2
54,550.0,965.3,1710.0,4.2
55,550.0,849.0,1256.0,4.6
56,543.0,930.9,1584.0,4.6
57,543.0,954.3,1912.0,4.6
58,543.0,964.9,1912.0,4.6
59,543.0,964.2,1618.0,4.6
60,543.0,842.5,1362.0,4.9
61,543.0,925.6,1671.0,5.0
62,543.0,948.4,1617.0,5.0
63,543.0,955.2,1664.0,5.0
64,543.0,957.4,1753.0,5.0
65,543.0,844.4,1246.0,5.3
66,543.0,923.4,1494.0,5.3
67,543.0,948.1,1548.0,5.3
68,543.0,961.9,1725.0,5.4
69,543.0,959.7,1664.0,5.4
70,543.0,841.8,1290.0,5.7
71,543.0,922.9,1645.0,5.7
72,543.0,945.9,1660.0,5.7
73,543.0,958.8,1652.0,5.7
74,543.0,966.3,1610.0,5.8
75,543.0,845.2,1233.0,6.1
76,543.0,923.6,1581.0,6.1
77,543.0,947.2,1561.0,6.1
78,543.0,954.5,1698.0,6.1
79,543.0,955.0,1618.0,6.1
80,543.0,841.8,1282.0,6.4
81,543.0,924.1,1560.0,6.5
82,543.0,952.1,1551.0,6.5
83,543.0,951.9,1671.0,6.5
84,543.0,952.4,1662.0,6.5
85,543.0,842.4,1400.0,6.8
86,543.0,925.8,1776.0,6.8
87,543.0,951.5,1647.0,6.9
88,543.0,956.6,1672.0,6.9
89,543.0,955.9,1605.0,6.9
90,543.0,836.9,1279.0,7.2
91,543.0,913.5,1675.0,7.2
92,543.0,944.9,1596.0,7.2
93,543.0,951.7,1578.0,7.3
94,543.0,961.3,1595.0,7.3
95,543.0,842.8,1287.0,7.6
96,543.0,923.9,1676.0,7.6
97,543.0,946.4,1553.0,7.6
98,543.0,954.2,1626.0,7.6
99,543.0,959.3,1645.0,7.6
100,543.0,842.0,1292.0,8.0
101,543.0,924.5,1717.0,8.0
102,543.0,947.4,1601.0,8.0
103,543.0,957.7,1625.0,8.0
104,543.0,960.8,1673.0,8.0
105,543.0,840.9,1304.0,8.4
106,543.0,926.9,1628.0,8.4
