Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,523.0,733.4,1079.0,0.2
1,506.0,786.2,1377.0,0.2
2,506.0,798.5,1328.0,0.2
3,506.0,795.1,1245.0,0.2
4,506.0,795.6,1432.0,0.2
5,501.0,704.3,1038.0,0.3
6,489.0,759.5,1278.0,0.3
7,489.0,776.2,1333.0,0.3
8,489.0,784.7,1287.0,0.4
9,489.0,792.0,1373.0,0.4
10,489.0,696.5,1006.0,0.5
11,489.0,755.1,1347.0,0.5
12,489.0,771.2,1290.0,0.5
13,489.0,778.4,1229.0,0.5
14,489.0,779.5,1229.0,0.5
15,489.0,691.3,984.0,0.7
16,489.0,754.2,1279.0,0.7
17,489.0,773.3,1322.0,0.7
18,489.0,779.2,1374.0,0.7
19,489.0,781.3,1374.0,0.7
20,484.0,687.6,983.0,0.9
21,484.0,751.1,1442.0,0.9
22,484.0,765.0,1409.0,0.9
23,484.0,772.2,1231.0,0.9
24,484.0,773.7,1253.0,0.9
25,484.0,684.8,1028.0,1.1
26,484.0,748.5,1343.0,1.1
27,484.0,769.0,1378.0,1.1
28,484.0,769.7,1260.0,1.1
29,484.0,768.1,1460.0,1.1
30,484.0,685.1,986.0,1.2
31,474.0,742.0,1224.0,1.2
32,474.0,762.3,1218.0,1.3
33,474.0,766.1,1157.0,1.3
34,474.0,768.9,1331.0,1.3
35,474.0,678.8,1004.0,1.4
36,474.0,737.4,1347.0,1.4
37,474.0,761.2,1269.0,1.4
38,474.0,766.2,1345.0,1.4
39,474.0,769.1,1227.0,1.5
40,474.0,678.1,998.0,1.6
41,474.0,737.5,1329.0,1.6
42,474.0,756.6,1270.0,1.6
43,474.0,757.2,1176.0,1.6
44,474.0,763.7,1238.0,1.6
45,474.0,678.3,1005.0,1.8
46,474.0,740.2,1244.0,1.8
47,474.0,756.3,1150.0,1.8
48,474.0,760.8,1295.0,1.8
49,474.0,768.7,1269.0,1.8
50,473.0,680.6,987.0,2.0
51,473.0,736.4,1195.0,2.0
52,473.0,756.7,1221.0,2.0
53,473.0,763.1,1316.0,2.0
54,473.0,763.8,1309.0,2.0
55,473.0,677.5,981.0,2.2
56,473.0,738.0,1134.0,2.2
57,473.0,754.9,1367.0,2.2
58,473.0,764.2,1259.0,2.2
59,473.0,768.6,1430.0,2.2
60,472.0,677.6,951.0,2.3
61,472.0,736.2,1261.0,2.3
62,472.0,758.9,1335.0,2.4
63,472.0,760.2,1175.0,2.4
64,472.0,761.2,1210.0,2.4
65,472.0,677.0,1016.0,2.5
66,472.0,738.9,1168.0,2.5
67,472.0,756.2,1258.0,2.5
68,472.0,760.5,1300.0,2.5
69,472.0,761.3,1249.0,2.6
70,472.0,678.4,971.0,2.7
71,472.0,740.8,1133.0,2.7
72,472.0,756.5,1207.0,2.7
73,472.0,765.2,1235.0,2.7
74,471.0,762.4,1263.0,2.7
75,471.0,675.3,1015.0,2.9
76,471.0,736.2,1218.0,2.9
77,471.0,756.9,1233.0,2.9
78,471.0,767.9,1268.0,2.9
79,471.0,765.3,1330.0,2.9
80,471.0,678.0,1062.0,3.1
81,471.0,738.9,1182.0,3.1
82,471.0,755.2,1292.0,3.1
83,471.0,762.1,1244.0,3.1
84,471.0,760.2,1385.0,3.1
85,471.0,674.5,1003.0,3.2
86,471.0,735.6,1268.0,3.3
87,471.0,750.5,1407.0,3.3
88,471.0,758.3,1207.0,3.3
89,471.0,758.7,1224.0,3.3
90,471.0,675.9,946.0,3.4
91,471.0,737.8,1171.0,3.4
92,471.0,756.0,1213.0,3.4
93,471.0,763.0,1256.0,3.5
94,471.0,763.2,1288.0,3.5
95,471.0,673.5,982.0,3.6
96,471.0,735.0,1215.0,3.6
97,471.0,755.2,1248.0,3.6
98,471.0,764.7,1277.0,3.6
99,471.0,760.1,1281.0,3.6
100,471.0,675.3,984.0,3.8
101,471.0,734.2,1226.0,3.8
102,471.0,752.8,1179.0,3.8
103,471.0,757.3,1194.0,3.8
104,471.0,757.6,1529.0,3.8
105,471.0,675.2,992.0,4.0
106,471.0,735.7,1262.0,4.0
107,471.0,751.1,1262.0,4.0
108,471.0,759.7,1271.0,4.0
109,471.0,760.0,1283.0,4.0
110,471.0,678.3,1112.0,4.1
111,471.0,739.2,1380.0,4.1
112,471.0,750.5,1223.0,4.2
113,471.0,758.5,1176.0,4.2
114,471.0,761.5,1278.0,4.2
115,471.0,677.1,958.0,4.3
116,471.0,737.7,1278.0,4.3
117,471.0,753.8,1278.0,4.3
118,471.0,760.4,1249.0,4.3
119,471.0,758.0,1248.0,4.4
120,471.0,673.6,995.0,4.5
121,471.0,733.3,1353.0,4.5
122,471.0,748.4,1231.0,4.5
123,471.0,758.5,1192.0,4.5
124,471.0,760.8,1281.0,4.5
125,471.0,674.6,943.0,4.7
126,471.0,734.3,1196.0,4.7
127,471.0,750.1,1302.0,4.7
128,471.0,758.5,1204.0,4.7
129,471.0,762.4,1233.0,4.7
130,471.0,669.6,1034.0,4.9
131,471.0,728.7,1169.0,4.9
132,471.0,747.1,1193.0,4.9
133,471.0,753.4,1278.0,4.9
134,471.0,754.8,1181.0,4.9
135,471.0,672.3,1034.0,5.0
136,471.0,734.1,1330.0,5.0
137,471.0,748.0,1314.0,5.1
138,471.0,753.6,1220.0,5.1
139,471.0,754.6,1274.0,5.1
140,471.0,673.8,988.0,5.2
141,471.0,735.0,1269.0,5.2
142,471.0,753.5,1178.0,5.2
143,471.0,756.4,1162.0,5.2
144,471.0,757.1,1203.0,5.3
145,471.0,673.5,965.0,5.4
146,471.0,730.4,1250.0,5.4
147,471.0,748.0,1250.0,5.4
148,471.0,758.5,1346.0,5.4
149,471.0,757.1,1237.0,5.4
150,471.0,674.7,948.0,5.6
151,471.0,735.4,1166.0,5.6
152,471.0,753.1,1229.0,5.6
153,471.0,760.7,1249.0,5.6
154,471.0,761.2,1264.0,5.6
155,471.0,674.9,1003.0,5.8
156,471.0,732.5,1240.0,5.8
157,471.0,748.2,1235.0,5.8
158,471.0,752.3,1234.0,5.8
159,471.0,757.9,1215.0,5.8
160,471.0,671.5,999.0,5.9
161,471.0,732.7,1204.0,6.0
162,471.0,751.1,1204.0,6.0
163,471.0,754.8,1252.0,6.0
164,471.0,755.0,1279.0,6.0
165,471.0,669.7,978.0,6.1
166,471.0,729.2,1248.0,6.1
167,471.0,749.0,1248.0,6.2
168,471.0,755.8,1332.0,6.2
169,471.0,754.9,1255.0,6.2
170,471.0,672.8,979.0,6.3
171,471.0,732.5,1163.0,6.3
172,471.0,746.3,1244.0,6.3
173,471.0,756.3,1219.0,6.3
174,471.0,756.8,1260.0,6.3
175,471.0,675.4,995.0,6.5
176,471.0,730.1,1205.0,6.5
177,471.0,747.3,1209.0,6.5
178,471.0,750.2,1281.0,6.5
179,471.0,751.2,1276.0,6.5
180,471.0,669.2,1036.0,6.7
181,471.0,731.3,1292.0,6.7
182,471.0,750.3,1255.0,6.7
183,471.0,756.7,1201.0,6.7
184,471.0,754.6,1241.0,6.7
185,471.0,670.6,953.0,6.8
186,471.0,733.9,1234.0,6.9
187,471.0,747.5,1165.0,6.9
188,471.0,755.0,1140.0,6.9
189,471.0,755.4,1177.0,6.9
190,471.0,673.3,1018.0,7.0
191,471.0,732.9,1161.0,7.0
192,471.0,753.9,1364.0,7.0
193,471.0,754.5,1352.0,7.1
194,471.0,754.2,1259.0,7.1
195,471.0,672.1,1102.0,7.2
196,471.0,732.4,1231.0,7.2
197,471.0,745.3,1225.0,7.2
198,471.0,751.4,1244.0,7.2
199,471.0,758.4,1253.0,7.2
200,471.0,673.0,1013.0,7.4
201,471.0,735.2,1186.0,7.4
202,471.0,751.2,1258.0,7.4
203,471.0,751.9,1301.0,7.4
204,471.0,756.6,1243.0,7.4
205,471.0,669.3,1028.0,7.6
206,471.0,729.6,1207.0,7.6
207,471.0,748.3,1216.0,7.6
208,471.0,752.1,1187.0,7.6
209,471.0,756.0,1272.0,7.6
210,471.0,670.6,1112.0,7.8
211,471.0,729.2,1140.0,7.8
212,471.0,745.2,1232.0,7.8
213,471.0,752.2,1188.0,7.8
214,471.0,754.2,1196.0,7.8
215,471.0,669.3,994.0,8.0
216,471.0,731.0,1193.0,8.0
217,471.0,748.3,1245.0,8.0
218,471.0,752.6,1214.0,8.0
219,471.0,754.9,1238.0,8.0
220,471.0,669.5,965.0,8.1
221,471.0,731.8,1233.0,8.1
222,471.0,749.3,1190.0,8.2
223,471.0,752.5,1247.0,8.2
224,471.0,757.9,1173.0,8.2
225,471.0,671.0,931.0,8.3
226,471.0,728.9,1166.0,8.3
227,471.0,745.8,1167.0,8.3
228,471.0,752.0,1199.0,8.3
229,471.0,753.9,1192.0,8.4
230,471.0,670.4,1084.0,8.5
231,471.0,731.0,1290.0,8.5
232,471.0,751.9,1363.0,8.5
233,471.0,758.9,1330.0,8.5
234,471.0,758.8,1307.0,8.5
235,471.0,672.4,992.0,8.7
236,471.0,730.4,1239.0,8.7
237,471.0,746.9,1202.0,8.7
238,471.0,755.3,1197.0,8.7
239,471.0,756.9,1239.0,8.7
240,471.0,674.6,933.0,8.9
241,471.0,733.4,1192.0,8.9
242,471.0,744.8,1192.0,8.9
243,471.0,750.7,1182.0,8.9
244,471.0,756.4,1181.0,8.9
245,471.0,670.6,962.0,9.0
246,471.0,734.7,1210.0,9.0
247,471.0,748.2,1157.0,9.1
248,471.0,752.9,1201.0,9.1
249,471.0,759.7,1211.0,9.1
250,471.0,671.5,982.0,9.2
251,471.0,731.0,1159.0,9.2
252,471.0,748.0,1220.0,9.2
253,471.0,751.1,1159.0,9.3
254,471.0,755.2,1266.0,9.3
255,471.0,669.1,1066.0,9.4
256,471.0,732.7,1183.0,9.4
257,471.0,750.5,1181.0,9.4
258,471.0,756.3,1271.0,9.4
259,471.0,757.6,1324.0,9.4
260,471.0,671.6,988.0,9.6
