Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,0.0,1.7,58.0,0.2
1,0.0,5.6,107.0,0.2
2,0.0,7.2,89.0,0.2
3,0.0,7.3,98.0,0.2
4,0.0,7.7,98.0,0.2
5,0.0,1.6,27.0,0.4
6,0.0,6.0,93.0,0.4
7,0.0,7.0,111.0,0.4
8,0.0,7.0,79.0,0.4
9,0.0,7.3,78.0,0.4
10,0.0,1.7,39.0,0.6
11,0.0,5.8,74.0,0.6
12,0.0,7.1,81.0,0.6
13,0.0,7.3,81.0,0.6
14,0.0,7.1,115.0,0.7
15,0.0,1.5,39.0,0.8
16,0.0,5.5,77.0,0.8
17,0.0,6.5,66.0,0.8
18,0.0,7.1,82.0,0.9
19,0.0,7.4,81.0,0.9
20,0.0,1.5,32.0,1.1
21,0.0,5.8,180.0,1.1
22,0.0,6.8,180.0,1.1
23,0.0,7.1,85.0,1.1
24,0.0,7.3,77.0,1.1
25,0.0,1.7,39.0,1.3
26,0.0,5.8,83.0,1.3
27,0.0,7.1,125.0,1.3
28,0.0,7.5,95.0,1.3
29,0.0,7.4,79.0,1.3
30,0.0,1.5,51.0,1.5
31,0.0,6.0,90.0,1.5
32,0.0,7.0,102.0,1.5
33,0.0,7.4,96.0,1.5
34,0.0,6.9,76.0,1.5
35,0.0,1.6,33.0,1.7
36,0.0,5.8,101.0,1.7
37,0.0,6.9,72.0,1.7
38,0.0,7.3,82.0,1.7
39,0.0,7.2,69.0,1.8
40,0.0,1.6,29.0,1.9
41,0.0,5.5,80.0,2.0
42,0.0,7.1,73.0,2.0
43,0.0,7.3,73.0,2.0
44,0.0,7.6,103.0,2.0
45,0.0,1.6,34.0,2.2
46,0.0,5.8,79.0,2.2
47,0.0,6.9,67.0,2.3
48,0.0,7.4,94.0,2.3
49,0.0,7.2,95.0,2.3
50,0.0,1.6,36.0,2.5
51,0.0,5.8,111.0,2.6
52,0.0,6.9,76.0,2.6
53,0.0,7.1,89.0,2.6
54,0.0,7.6,115.0,2.6
55,0.0,1.7,35.0,2.8
56,0.0,5.8,82.0,2.8
57,0.0,7.0,129.0,2.8
58,0.0,7.2,69.0,2.8
59,0.0,7.0,76.0,2.8
60,0.0,1.5,62.0,3.0
61,0.0,5.8,87.0,3.0
62,0.0,7.1,87.0,3.0
63,0.0,7.8,87.0,3.0
64,0.0,7.7,90.0,3.1
65,0.0,1.6,32.0,3.2
66,0.0,5.8,89.0,3.2
67,0.0,6.9,95.0,3.2
68,0.0,7.1,95.0,3.3
69,0.0,7.6,119.0,3.3
70,0.0,1.7,36.0,3.4
71,0.0,5.8,84.0,3.5
72,0.0,7.1,94.0,3.5
73,0.0,7.2,102.0,3.5
74,0.0,7.2,81.0,3.5
75,0.0,1.5,31.0,3.7
