Instance,Permutation,Jobs,Stages,InitialFitness,BestFitness,WorstFitness,AvgFitness,StdDev,FinalFitness,Improvement(%),RPD(%),ExecutionTime_ms,TimePerGen_ms,PopSize,Generations,ConvergenceGen,ConvergencePercent(%),FitnessDiversity,BestChromosome,GAConfig
I1.txt,P1.txt,15,2,2652.0000,1945.0000,1945.0000,1945.0000,3.1059,1945.0000,26.6591,0.0000,200058.0000,125.7436,2000,1591,8,0.5028,0.0000,[2 0 5 4 10 1 14 12 6 3 8 11 13 9 7],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I2.txt,P2.txt,15,2,1691.0000,1213.0000,1213.0000,1213.0000,3.1366,1213.0000,28.2673,0.0000,200083.0000,119.3101,2000,1677,8,0.4770,0.0000,[14 8 4 12 13 10 3 9 6 7 5 0 1 2 11],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I3.txt,P3.txt,15,2,153.0000,65.0000,65.0000,65.0000,0.0000,65.0000,57.5163,0.0000,200040.0000,110.6416,2000,1808,0,0.0000,0.0000,[3 8 10 2 11 5 14 7 4 13 9 1 6 0 12],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I4.txt,P4.txt,15,2,318.0000,184.0000,184.0000,184.0000,0.3220,184.0000,42.1384,0.0000,200042.0000,128.0679,2000,1562,2,0.1280,0.0000,[0 13 6 1 8 5 2 10 11 9 4 14 7 3 12],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I5.txt,P5.txt,15,3,2711.0000,1959.0000,1959.0000,1959.0000,3.2092,1959.0000,27.7388,0.0000,200055.0000,141.0825,2000,1418,10,0.7052,0.0000,[12 1 14 7 0 6 9 10 13 2 4 8 3 5 11],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I6.txt,P6.txt,15,3,2083.0000,1700.0000,1700.0000,1700.0000,2.8754,1700.0000,18.3869,0.0000,200005.0000,136.2432,2000,1468,9,0.6131,0.0000,[2 10 14 11 7 9 13 5 1 8 12 6 4 0 3],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I7.txt,P7.txt,15,3,2215.0000,1441.0000,1441.0000,1441.0000,2.7317,1441.0000,34.9436,0.0000,200067.0000,142.3964,2000,1405,8,0.5694,0.0000,[10 12 8 7 0 9 3 4 1 2 11 6 14 5 13],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I8.txt,P8.txt,15,3,435.0000,315.0000,330.0000,316.7075,1.8500,315.0000,27.5862,0.0000,200059.0000,197.4916,2000,1013,9,0.8885,0.0474,[0 8 7 6 13 2 10 9 5 3 4 14 1 12 11],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I9.txt,P9.txt,15,3,695.0000,347.0000,347.0000,347.0000,0.5051,347.0000,50.0719,0.0000,200100.0000,194.0834,2000,1031,8,0.7759,0.0000,[9 1 10 12 0 13 3 7 11 2 14 8 4 5 6],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I10.txt,P10.txt,15,3,3.0000,1.0000,1.0000,1.0000,0.0000,1.0000,66.6667,0.0000,200090.0000,221.0939,2000,905,0,0.0000,0.0000,[0 6 10 4 9 8 5 11 13 2 1 12 14 3 7],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I11.txt,P11.txt,15,3,74.0000,2.0000,2.0000,2.0000,0.0000,2.0000,97.2973,0.0000,200049.0000,240.4435,2000,832,0,0.0000,0.0000,[5 11 7 8 4 0 9 2 1 6 12 14 10 3 13],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I12.txt,P12.txt,15,4,2343.0000,1916.0000,1916.0000,1916.0000,4.7538,1916.0000,18.2245,0.0000,200422.0000,221.7058,2000,904,9,0.9956,0.0000,[13 0 7 12 14 3 9 11 6 8 1 4 5 2 10],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I13.txt,P13.txt,15,4,1702.0000,1549.0000,1549.0000,1549.0000,2.5947,1549.0000,8.9894,0.0000,200013.0000,220.2786,2000,908,8,0.8811,0.0000,[2 1 0 5 4 7 6 3 8 11 12 14 9 13 10],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I14.txt,P14.txt,15,4,389.0000,167.0000,167.0000,167.0000,0.6407,167.0000,57.0694,0.0000,200401.0000,257.9163,2000,777,5,0.6435,0.0000,[0 5 12 11 14 4 2 7 3 8 9 6 13 1 10],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
I15.txt,P15.txt,15,4,443.0000,302.0000,302.0000,302.0000,0.9489,302.0000,31.8284,0.0000,200034.0000,255.4713,2000,783,3,0.3831,0.0000,[4 7 2 13 14 0 3 10 6 8 12 5 9 11 1],Tournament|OBX|Insert|Pop:2000|Pc:0.95|Pm:0.03
