Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.0000,40.2645,172.0000,0.1347
1,1.0000,19.8415,35.0000,0.1672
2,1.0000,13.5905,24.0000,0.3198
3,1.0000,9.0765,33.0000,0.4844
4,1.0000,4.7750,30.0000,0.6460
5,1.0000,2.1885,5.0000,1.0332
6,1.0000,1.7320,3.0000,1.7147
7,1.0000,1.1245,3.0000,2.6526
8,1.0000,1.0000,1.0000,2.9641
9,1.0000,1.0170,35.0000,3.1454
10,1.0000,1.0000,1.0000,3.3456
11,1.0000,1.0115,24.0000,3.5688
12,1.0000,1.0020,5.0000,3.7410
13,1.0000,1.0000,1.0000,3.8989
14,1.0000,1.0000,1.0000,4.0528
15,1.0000,1.0135,28.0000,4.2014
16,1.0000,1.0215,44.0000,4.3557
17,1.0000,1.0000,1.0000,4.5298
18,1.0000,1.0085,18.0000,4.6836
19,1.0000,1.0185,38.0000,4.8399
20,1.0000,1.0000,1.0000,4.9884
21,1.0000,1.0000,1.0000,5.1383
22,1.0000,1.0000,1.0000,5.3091
23,1.0000,1.0000,1.0000,5.6814
24,1.0000,1.0000,1.0000,6.0488
25,1.0000,1.0010,3.0000,6.7657
26,1.0000,1.0000,1.0000,7.1647
27,1.0000,1.0085,18.0000,7.5065
28,1.0000,1.0010,3.0000,7.6894
29,1.0000,1.0170,35.0000,7.8737
30,1.0000,1.0160,33.0000,8.0452
31,1.0000,1.0105,22.0000,8.2048
32,1.0000,1.0115,24.0000,8.3709
33,1.0000,1.0000,1.0000,8.5476
34,1.0000,1.0160,33.0000,8.6997
35,1.0000,1.0115,24.0000,8.8539
36,1.0000,1.0000,1.0000,9.0032
37,1.0000,1.0000,1.0000,9.1505
38,1.0000,1.0100,21.0000,9.2997
39,1.0000,1.0010,3.0000,9.4730
40,1.0000,1.0000,1.0000,9.6347
41,1.0000,1.0035,8.0000,9.8150
42,1.0000,1.0040,9.0000,9.9796
43,1.0000,1.0000,1.0000,10.2008
44,1.0000,1.0000,1.0000,10.5380
45,1.0000,1.0000,1.0000,11.2238
46,1.0000,1.0080,17.0000,11.7040
47,1.0000,1.0055,12.0000,11.9315
48,1.0000,1.0000,1.0000,12.1169
49,1.0000,1.0000,1.0000,12.2906
50,1.0000,1.0095,20.0000,12.4620
51,1.0000,14.7420,30.0000,12.8127
52,1.0000,8.0635,20.0000,12.9717
53,1.0000,3.0895,22.0000,13.1688
54,1.0000,1.1560,3.0000,13.3473
55,1.0000,1.0000,1.0000,13.5373
56,1.0000,1.0000,1.0000,13.6933
57,1.0000,1.0000,1.0000,13.8548
58,1.0000,1.0000,1.0000,14.0073
59,1.0000,1.0160,33.0000,14.1714
60,1.0000,1.0000,1.0000,14.3291
61,1.0000,1.0000,1.0000,14.4939
62,1.0000,1.0000,1.0000,14.6435
63,1.0000,1.0000,1.0000,14.8115
64,1.0000,1.0000,1.0000,14.9859
65,1.0000,1.0025,6.0000,15.3658
66,1.0000,1.0200,41.0000,15.8470
67,1.0000,1.0000,1.0000,16.4078
68,1.0000,1.0000,1.0000,17.1856
69,1.0000,1.0000,1.0000,17.6807
70,1.0000,1.0070,15.0000,17.9404
71,1.0000,1.0145,30.0000,18.1125
72,1.0000,1.0210,43.0000,18.2854
73,1.0000,1.0115,24.0000,18.4499
74,1.0000,1.0000,1.0000,18.6123
75,1.0000,1.0000,1.0000,18.7679
