Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,4875.0000,5870.2000,7115.0000,0.0223
1,4875.0000,5431.6286,5769.0000,0.0343
2,4875.0000,5299.7286,5527.0000,0.0527
3,4539.0000,5182.0429,5367.0000,0.0714
4,4539.0000,5077.7143,5273.0000,0.0897
5,4539.0000,4990.9286,5169.0000,0.1081
6,4539.0000,4890.4143,5081.0000,0.1286
7,4407.0000,4795.5143,4973.0000,0.1470
8,4321.0000,4692.3143,4980.0000,0.1687
9,4321.0000,4624.6143,4761.0000,0.1873
10,4321.0000,4571.8571,4829.0000,0.2052
11,4262.0000,4505.3571,4641.0000,0.2404
12,4262.0000,4475.3429,4571.0000,0.2595
13,4231.0000,4447.3714,4542.0000,0.2774
14,4051.0000,4396.8143,4505.0000,0.2961
15,4051.0000,4355.9143,4447.0000,0.3142
16,4051.0000,4326.7571,4417.0000,0.3325
17,4051.0000,4310.5143,4407.0000,0.3535
18,4051.0000,4284.5429,4448.0000,0.3717
19,4051.0000,4254.1714,4390.0000,0.3902
20,3978.0000,4215.4857,4321.0000,0.4087
21,3866.0000,4196.9143,4294.0000,0.4407
22,3866.0000,4183.2286,4277.0000,0.4615
23,3866.0000,4163.4000,4262.0000,0.4805
24,3866.0000,4144.0429,4231.0000,0.4988
25,3866.0000,4104.0429,4204.0000,0.5169
26,3866.0000,4058.0143,4159.0000,0.5349
27,3846.0000,4011.1571,4051.0000,0.5527
28,3838.0000,3968.1000,4051.0000,0.5712
29,3838.0000,3903.1143,3991.0000,0.5901
30,3838.0000,3861.8857,3893.0000,0.6081
31,3818.0000,3845.4714,3872.0000,0.6406
32,3818.0000,3843.3857,3846.0000,0.6594
33,3818.0000,3841.0143,3846.0000,0.6777
34,3818.0000,3837.8857,3983.0000,0.6962
35,3796.0000,3826.4000,3844.0000,0.7140
36,3780.0000,3817.4571,3826.0000,0.7323
37,3780.0000,3816.6286,3818.0000,0.7503
38,3780.0000,3815.6857,3818.0000,0.7682
39,3780.0000,3816.8571,3968.0000,0.7891
40,3780.0000,3814.2286,3818.0000,0.8083
41,3723.0000,3810.5571,3818.0000,0.8408
42,3723.0000,3804.0714,3818.0000,0.8596
43,3715.0000,3789.8143,3845.0000,0.8776
44,3715.0000,3773.9857,3788.0000,0.8980
45,3715.0000,3765.2143,3788.0000,0.9202
46,3715.0000,3748.1857,3780.0000,0.9458
47,3715.0000,3722.7286,3724.0000,0.9646
48,3715.0000,3721.8714,3723.0000,0.9827
49,3715.0000,3720.4000,3723.0000,1.0105
50,3715.0000,3717.8857,3723.0000,1.0286
51,3707.0000,3714.6714,3716.0000,1.0682
52,3707.0000,3714.1286,3715.0000,1.0866
53,3706.0000,3712.9000,3715.0000,1.1045
54,3706.0000,3710.2000,3715.0000,1.1248
55,3706.0000,3708.0714,3709.0000,1.1431
56,3706.0000,3706.9286,3709.0000,1.1617
57,3702.0000,3705.9429,3706.0000,1.1807
58,3691.0000,3705.6143,3706.0000,1.1998
59,3691.0000,3705.4000,3714.0000,1.2184
60,3691.0000,3704.5571,3706.0000,1.2365
61,3691.0000,3702.9000,3706.0000,1.2669
62,3691.0000,3700.1000,3702.0000,1.2852
63,3687.0000,3698.6143,3702.0000,1.3030
64,3687.0000,3693.8857,3702.0000,1.3223
65,3687.0000,3690.3143,3691.0000,1.3409
66,3687.0000,3689.2286,3691.0000,1.3590
67,3687.0000,3687.2286,3691.0000,1.3773
68,3687.0000,3687.0000,3687.0000,1.3967
69,3687.0000,3687.0000,3687.0000,1.4154
70,3686.0000,3686.9857,3687.0000,1.4333
71,3686.0000,3686.9857,3687.0000,1.4645
72,3686.0000,3686.9571,3687.0000,1.4825
73,3686.0000,3686.8857,3687.0000,1.5017
74,3686.0000,3686.7714,3687.0000,1.5206
75,3686.0000,3686.4000,3687.0000,1.5387
76,3686.0000,3686.0000,3686.0000,1.5584
77,3686.0000,3686.0000,3686.0000,1.5776
78,3686.0000,3686.0000,3686.0000,1.5959
79,3664.0000,3685.6857,3686.0000,1.6137
80,3664.0000,3685.6857,3686.0000,1.6318
81,3650.0000,3684.9714,3686.0000,1.6638
82,3650.0000,3683.7429,3686.0000,1.6828
83,3650.0000,3681.0857,3686.0000,1.7007
84,3650.0000,3675.9429,3686.0000,1.7190
85,3650.0000,3667.2286,3686.0000,1.7372
86,3650.0000,3655.0857,3668.0000,1.7552
87,3650.0000,3650.0571,3654.0000,1.7739
88,3650.0000,3650.0000,3650.0000,1.7942
89,3650.0000,3650.0000,3650.0000,1.8123
90,3650.0000,3650.0000,3650.0000,1.8305
91,3650.0000,3650.0000,3650.0000,1.8620
92,3650.0000,3650.0000,3650.0000,1.8812
93,3650.0000,3650.0000,3650.0000,1.8996
94,3650.0000,3650.0000,3650.0000,1.9215
95,3645.0000,3649.9286,3650.0000,1.9403
96,3645.0000,3649.9286,3650.0000,1.9588
97,3645.0000,3649.8571,3650.0000,1.9772
98,3645.0000,3649.8571,3650.0000,1.9956
99,3645.0000,3649.7143,3650.0000,2.0169
100,3645.0000,3649.5000,3650.0000,2.0354
101,3645.0000,3648.8571,3650.0000,2.0720
102,3645.0000,3647.1429,3650.0000,2.0909
103,3645.0000,3645.0000,3645.0000,2.1097
104,3645.0000,3645.0000,3645.0000,2.1304
105,3645.0000,3645.0000,3645.0000,2.1486
106,3645.0000,3645.0000,3645.0000,2.1667
107,3645.0000,3645.0000,3645.0000,2.1851
108,3645.0000,3645.0429,3648.0000,2.2076
109,3645.0000,3645.0000,3645.0000,2.2282
110,3645.0000,3645.0000,3645.0000,2.2473
111,3645.0000,3645.0000,3645.0000,2.2801
112,3645.0000,3645.0000,3645.0000,2.2989
113,3645.0000,3645.0000,3645.0000,2.3175
114,3645.0000,3645.0000,3645.0000,2.3375
115,3645.0000,3645.0000,3645.0000,2.3565
116,3645.0000,3645.0000,3645.0000,2.3761
117,3645.0000,3645.0000,3645.0000,2.3960
118,3645.0000,3645.0000,3645.0000,2.4141
119,3645.0000,3645.0000,3645.0000,2.4321
120,3645.0000,3645.0000,3645.0000,2.4523
121,3640.0000,3644.8571,3645.0000,2.4852
122,3640.0000,3644.6143,3645.0000,2.5042
123,3639.0000,3643.8143,3645.0000,2.5244
124,3638.0000,3642.7571,3645.0000,2.5434
125,3638.0000,3640.3571,3645.0000,2.5653
126,3638.0000,3639.7857,3640.0000,2.5850
127,3638.0000,3639.4429,3640.0000,2.6047
128,3638.0000,3638.6714,3639.0000,2.6252
