Instance,Permutation,Jobs,Stages,InitialFitness,BestFitness,WorstFitness,AvgFitness,StdDev,FinalFitness,Improvement(%),RPD(%),ExecutionTime_ms,TimePerGen_ms,PopSize,Generations,ConvergenceGen,ConvergencePercent(%),FitnessDiversity,BestChromosome,GAConfig
I1.txt,P1.txt,15,2,2652.0000,1945.0000,1945.0000,1945.0000,20.0800,1945.0000,26.6591,0.0000,2008.0000,1.3228,10,1518,41,2.7009,0.0000,[1 10 2 5 0 14 4 12 6 3 8 11 13 9 7],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I2.txt,P2.txt,15,2,1691.0000,1213.0000,1213.0000,1213.0000,11.4156,1213.0000,28.2673,0.0000,2001.0000,1.3810,10,1449,71,4.8999,0.0000,[13 8 3 14 12 10 4 6 9 7 5 0 1 2 11],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I3.txt,P3.txt,15,2,153.0000,65.0000,65.0000,65.0000,0.0000,65.0000,57.5163,0.0000,2222.0000,3.6972,10,601,0,0.0000,0.0000,[9 6 14 8 10 13 11 5 0 1 4 3 2 7 12],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I4.txt,P4.txt,15,2,318.0000,184.0000,184.0000,184.0000,3.5333,184.0000,42.1384,0.0000,2009.0000,1.1155,10,1801,15,0.8329,0.0000,[6 5 10 13 0 11 8 9 14 4 1 7 2 3 12],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I5.txt,P5.txt,15,3,2711.0000,1959.0000,1959.0000,1959.0000,45.8739,1959.0000,27.7388,0.0000,2002.0000,2.3525,10,851,71,8.3431,0.0000,[14 1 12 7 0 6 9 10 13 2 4 8 3 5 11],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I6.txt,P6.txt,15,3,2083.0000,1700.0000,1700.0000,1700.0000,17.0659,1700.0000,18.3869,0.0000,2002.0000,1.1460,10,1747,59,3.3772,0.0000,[9 2 10 11 7 14 13 5 1 8 12 6 4 0 3],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I7.txt,P7.txt,15,3,2215.0000,1441.0000,1441.0000,1441.0000,38.3589,1441.0000,34.9436,0.0000,2236.0000,4.0216,10,556,55,9.8921,0.0000,[12 7 3 8 0 10 9 4 1 2 11 6 14 5 13],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I8.txt,P8.txt,15,3,435.0000,322.0000,322.0000,322.0000,10.8169,322.0000,25.9770,0.0000,2005.0000,1.2828,10,1563,539,34.4850,0.0000,[10 3 12 13 4 7 5 9 6 2 0 1 8 11 14],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I9.txt,P9.txt,15,3,695.0000,347.0000,347.0000,347.0000,3.5078,347.0000,50.0719,0.0000,2008.0000,1.2236,10,1641,31,1.8891,0.0000,[10 0 3 2 7 13 12 1 11 9 14 8 4 5 6],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I10.txt,P10.txt,15,3,3.0000,1.0000,1.0000,1.0000,0.0000,1.0000,66.6667,0.0000,2002.0000,3.1429,10,637,0,0.0000,0.0000,[0 6 4 9 8 5 11 13 10 2 1 12 14 3 7],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I11.txt,P11.txt,15,3,74.0000,2.0000,2.0000,2.0000,1.7777,2.0000,97.2973,0.0000,2002.0000,1.3527,10,1480,104,7.0270,0.0000,[3 1 7 8 10 5 9 6 4 0 2 14 11 12 13],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I12.txt,P12.txt,15,4,2343.0000,1916.0000,1916.0000,1916.0000,21.2026,1916.0000,18.2245,0.0000,2235.0000,2.5311,10,883,32,3.6240,0.0000,[0 7 13 12 14 3 9 11 6 8 1 4 5 2 10],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I13.txt,P13.txt,15,4,1702.0000,1549.0000,1549.0000,1549.0000,10.2828,1549.0000,8.9894,0.0000,2003.0000,1.6846,10,1189,81,6.8124,0.0000,[2 5 1 7 0 4 3 6 8 11 12 14 9 13 10],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I14.txt,P14.txt,15,4,389.0000,167.0000,167.0000,167.0000,17.4504,167.0000,57.0694,0.0000,2016.0000,4.7886,10,421,171,40.6176,0.0000,[14 0 12 2 7 11 5 8 9 3 6 4 13 1 10],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I15.txt,P15.txt,15,4,443.0000,302.0000,302.0000,302.0000,26.9707,302.0000,31.8284,0.0000,2003.0000,6.2205,10,322,101,31.3665,0.0000,[2 4 13 7 0 6 10 14 12 8 3 5 9 11 1],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I16.txt,P16.txt,15,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2002.0000,3.0612,10,654,0,0.0000,0.0000,[13 14 11 2 7 10 0 12 1 8 9 6 5 4 3],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I17.txt,P17.txt,20,2,4075.0000,2920.0000,2920.0000,2920.0000,59.1703,2920.0000,28.3436,0.0000,2129.0000,2.5018,10,851,101,11.8684,0.0000,[14 8 1 19 3 6 4 17 0 13 5 16 10 2 11 9 18 12 15 7],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I18.txt,P18.txt,20,2,3506.0000,2697.0000,2697.0000,2697.0000,50.1791,2697.0000,23.0747,0.0000,2003.0000,1.3434,10,1491,200,13.4138,0.0000,[10 14 3 17 9 12 19 11 5 15 4 1 0 8 13 18 7 6 2 16],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I19.txt,P19.txt,20,2,138.0000,72.0000,72.0000,72.0000,5.9056,72.0000,47.8261,0.0000,2002.0000,1.9608,10,1021,357,34.9657,0.0000,[10 6 3 18 2 17 0 12 5 15 16 9 19 8 7 14 1 4 11 13],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I20.txt,P20.txt,20,2,198.0000,68.0000,68.0000,68.0000,10.0682,68.0000,65.6566,0.0000,2003.0000,1.3570,10,1476,1111,75.2710,0.0000,[11 0 7 10 8 5 6 15 1 12 3 18 2 19 17 16 9 4 13 14],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I21.txt,P21.txt,20,2,788.0000,625.0000,625.0000,625.0000,22.0008,625.0000,20.6853,0.0000,2076.0000,1.8036,10,1151,200,17.3762,0.0000,[3 7 18 11 4 13 12 15 2 17 8 5 10 19 9 1 6 16 0 14],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I22.txt,P22.txt,20,2,842.0000,458.0000,458.0000,458.0000,27.4941,458.0000,45.6057,0.0000,2046.0000,4.2448,10,482,426,88.3817,0.0000,[14 12 8 15 10 9 3 18 5 6 11 0 13 17 7 4 19 2 16 1],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I23.txt,P23.txt,20,3,5230.0000,4418.0000,4418.0000,4418.0000,36.0785,4418.0000,15.5258,0.0000,2001.0000,1.2367,10,1618,161,9.9506,0.0000,[4 14 18 13 17 2 1 10 0 12 5 8 6 16 19 3 7 9 15 11],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I24.txt,P24.txt,20,3,4408.0000,3466.0000,3466.0000,3466.0000,56.3478,3466.0000,21.3702,0.0000,2303.0000,2.2556,10,1021,71,6.9540,0.0000,[13 14 10 0 8 16 3 6 5 1 15 17 2 4 18 11 9 12 7 19],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I25.txt,P25.txt,20,3,191.0000,40.0000,40.0000,40.0000,0.8264,40.0000,79.0576,0.0000,2012.0000,1.3485,10,1492,91,6.0992,0.0000,[12 10 16 0 5 7 15 8 13 11 3 6 18 1 2 19 14 4 17 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I26.txt,P26.txt,20,3,166.0000,85.0000,85.0000,85.0000,3.4805,85.0000,48.7952,0.0000,2002.0000,1.2992,10,1541,123,7.9818,0.0000,[18 5 15 6 19 16 14 17 2 12 11 4 9 13 1 0 7 10 3 8],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I27.txt,P27.txt,20,3,1342.0000,692.0000,692.0000,692.0000,21.5874,692.0000,48.4352,0.0000,2004.0000,1.8368,10,1091,893,81.8515,0.0000,[15 10 16 0 19 13 9 2 17 12 14 1 11 18 8 3 7 6 5 4],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I28.txt,P28.txt,20,3,1037.0000,600.0000,600.0000,600.0000,27.9037,600.0000,42.1408,0.0000,2117.0000,1.4275,10,1483,482,32.5017,0.0000,[1 18 15 11 4 2 10 7 19 16 13 3 8 0 12 6 5 14 17 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I29.txt,P29.txt,20,3,788.0000,461.0000,461.0000,461.0000,19.9260,461.0000,41.4975,0.0000,2189.0000,5.4589,10,401,101,25.1870,0.0000,[4 5 8 15 10 19 3 7 11 1 17 12 16 2 18 14 6 0 13 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I30.txt,P30.txt,20,3,258.0000,78.0000,78.0000,78.0000,5.7310,78.0000,69.7674,0.0000,2003.0000,1.4881,10,1346,351,26.0773,0.0000,[2 16 15 14 13 0 10 19 8 18 5 6 1 7 3 17 4 12 11 9],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
I31.txt,P31.txt,20,3,268.0000,108.0000,108.0000,108.0000,14.0094,108.0000,59.7015,0.0000,2420.0000,1.7979,10,1346,1166,86.6270,0.0000,[0 1 3 7 18 10 16 6 12 11 2 9 5 17 15 14 4 13 8 19],Tournament|OBX|Insert|Pop:10|Pc:0.95|Pm:0.03
