Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1301.0000,1766.9790,2324.0000,0.0729
1,1295.0000,1603.7670,1709.0000,0.0894
2,1248.0000,1503.8845,1693.0000,0.1820
3,1234.0000,1421.0750,1497.0000,0.2668
4,1226.0000,1356.5350,1413.0000,0.3583
5,1225.0000,1310.9470,1351.0000,0.4654
6,1219.0000,1279.2345,1307.0000,0.5841
7,1217.0000,1257.1305,1278.0000,0.7526
8,1213.0000,1242.0705,1256.0000,0.9870
9,1213.0000,1231.5955,1241.0000,1.1664
10,1213.0000,1224.5410,1231.0000,1.5092
11,1213.0000,1219.6155,1224.0000,1.6962
12,1213.0000,1216.4400,1228.0000,1.7869
13,1213.0000,1214.2610,1219.0000,1.8884
14,1213.0000,1213.2055,1215.0000,1.9748
15,1213.0000,1213.0000,1213.0000,2.0651
16,1213.0000,1213.0000,1213.0000,2.1520
17,1213.0000,1213.0000,1213.0000,2.2529
18,1213.0000,1213.0000,1213.0000,2.3341
19,1213.0000,1213.0000,1213.0000,2.4157
20,1213.0000,1213.0030,1219.0000,2.4974
21,1213.0000,1213.0000,1213.0000,2.5822
22,1213.0000,1213.0030,1219.0000,2.6684
23,1213.0000,1213.0005,1214.0000,2.7462
24,1213.0000,1213.0000,1213.0000,2.8557
25,1213.0000,1213.0000,1213.0000,2.9426
26,1213.0000,1213.0000,1213.0000,3.0349
27,1213.0000,1213.0000,1213.0000,3.1185
28,1213.0000,1213.0000,1213.0000,3.1961
29,1213.0000,1213.0000,1213.0000,3.2749
30,1213.0000,1213.0000,1213.0000,3.3728
31,1213.0000,1213.0000,1213.0000,3.4698
32,1213.0000,1213.0000,1213.0000,3.5674
33,1213.0000,1213.0000,1213.0000,3.6633
34,1213.0000,1213.0000,1213.0000,3.7989
35,1213.0000,1213.0000,1213.0000,3.9256
36,1213.0000,1213.0010,1215.0000,4.0351
37,1213.0000,1213.0000,1213.0000,4.1799
38,1213.0000,1213.0000,1213.0000,4.4400
39,1213.0000,1213.0000,1213.0000,4.5636
40,1213.0000,1213.0000,1213.0000,4.7354
41,1213.0000,1213.0000,1213.0000,4.8688
42,1213.0000,1213.0000,1213.0000,4.9635
43,1213.0000,1213.0000,1213.0000,5.0548
44,1213.0000,1213.0000,1213.0000,5.1560
45,1213.0000,1213.0000,1213.0000,5.2656
46,1213.0000,1213.0075,1228.0000,5.3772
47,1213.0000,1213.0000,1213.0000,5.4858
48,1213.0000,1213.0000,1213.0000,5.5755
49,1213.0000,1213.0000,1213.0000,5.6734
50,1213.0000,1213.0000,1213.0000,5.7925
51,1213.0000,1213.0010,1215.0000,6.0800
52,1213.0000,1213.0000,1213.0000,6.3502
53,1213.0000,1213.0000,1213.0000,6.7499
54,1213.0000,1213.0015,1216.0000,7.0259
55,1213.0000,1213.0000,1213.0000,7.2378
56,1213.0000,1213.0000,1213.0000,7.3373
57,1213.0000,1213.0000,1213.0000,7.4470
58,1213.0000,1213.0000,1213.0000,7.5389
59,1213.0000,1282.6695,1431.0000,7.7438
60,1213.0000,1218.4810,1240.0000,7.8482
61,1213.0000,1213.0000,1213.0000,8.0008
62,1213.0000,1213.0000,1213.0000,8.1220
63,1213.0000,1213.0435,1300.0000,8.2288
64,1213.0000,1213.0000,1213.0000,8.3356
65,1213.0000,1213.0000,1213.0000,8.4251
66,1213.0000,1213.0000,1213.0000,8.5145
67,1213.0000,1213.0000,1213.0000,8.6089
68,1213.0000,1213.0000,1213.0000,8.7148
69,1213.0000,1213.0000,1213.0000,8.8095
70,1213.0000,1213.0000,1213.0000,8.9047
71,1213.0000,1213.0000,1213.0000,8.9848
72,1213.0000,1213.0000,1213.0000,9.0689
73,1213.0000,1213.0000,1213.0000,9.1524
74,1213.0000,1213.0000,1213.0000,9.2383
75,1213.0000,1213.0050,1223.0000,9.3234
76,1213.0000,1213.0000,1213.0000,9.4066
77,1213.0000,1213.0000,1213.0000,9.4932
78,1213.0000,1213.0000,1213.0000,9.5826
79,1213.0000,1213.0000,1213.0000,9.6591
80,1213.0000,1213.0000,1213.0000,9.7414
81,1213.0000,1213.0000,1213.0000,9.8515
82,1213.0000,1213.0000,1213.0000,9.9377
83,1213.0000,1213.0000,1213.0000,10.0215
84,1213.0000,1213.0000,1213.0000,10.1166
85,1213.0000,1213.0000,1213.0000,10.2200
86,1213.0000,1213.0000,1213.0000,10.4038
87,1213.0000,1213.0000,1213.0000,10.5927
88,1213.0000,1213.0335,1280.0000,10.7510
89,1213.0000,1213.0000,1213.0000,10.9641
90,1213.0000,1213.0000,1213.0000,11.1887
91,1213.0000,1213.0000,1213.0000,11.4484
92,1213.0000,1213.0000,1213.0000,11.6427
93,1213.0000,1213.0000,1213.0000,11.9129
94,1213.0000,1213.0000,1213.0000,12.1984
95,1213.0000,1213.0015,1216.0000,12.4727
96,1213.0000,1213.0000,1213.0000,12.6365
97,1213.0000,1213.0015,1216.0000,12.7303
98,1213.0000,1213.0000,1213.0000,12.8298
99,1213.0000,1213.0000,1213.0000,12.9140
100,1213.0000,1213.0000,1213.0000,13.0048
101,1213.0000,1213.0015,1216.0000,13.1001
102,1213.0000,1213.0005,1214.0000,13.1873
103,1213.0000,1213.0000,1213.0000,13.2717
104,1213.0000,1213.0000,1213.0000,13.3561
105,1213.0000,1213.0035,1220.0000,13.4431
106,1213.0000,1213.0000,1213.0000,13.5317
107,1213.0000,1213.0000,1213.0000,13.6097
108,1213.0000,1213.0000,1213.0000,13.6908
109,1213.0000,1287.9475,1447.0000,13.8744
110,1213.0000,1219.7750,1248.0000,13.9551
111,1213.0000,1213.0005,1214.0000,14.0398
112,1213.0000,1213.0000,1213.0000,14.1249
113,1213.0000,1213.0265,1266.0000,14.2133
114,1213.0000,1213.0000,1213.0000,14.2965
115,1213.0000,1213.0000,1213.0000,14.3811
116,1213.0000,1213.0000,1213.0000,14.4671
117,1213.0000,1213.0000,1213.0000,14.5500
118,1213.0000,1213.0000,1213.0000,14.6303
119,1213.0000,1213.0000,1213.0000,14.7093
120,1213.0000,1213.0000,1213.0000,14.7990
121,1213.0000,1213.0000,1213.0000,14.9059
122,1213.0000,1213.0000,1213.0000,15.0013
123,1213.0000,1213.0000,1213.0000,15.0816
124,1213.0000,1213.0000,1213.0000,15.1674
125,1213.0000,1213.0000,1213.0000,15.2528
126,1213.0000,1213.0000,1213.0000,15.3426
127,1213.0000,1213.0000,1213.0000,15.4318
128,1213.0000,1213.0000,1213.0000,15.5188
129,1213.0000,1213.0375,1288.0000,15.6093
130,1213.0000,1213.0000,1213.0000,15.7117
131,1213.0000,1213.0000,1213.0000,15.8365
132,1213.0000,1213.0000,1213.0000,16.0522
133,1213.0000,1213.0000,1213.0000,16.2131
134,1213.0000,1213.0000,1213.0000,16.5155
135,1213.0000,1213.0000,1213.0000,16.8049
